x y z density
0.364390 0.377805 0.257804 0.733064
0.194935 0.455036 0.350029 0.932897
0.260378 0.471051 0.268571 0.784244
0.228380 0.287532 0.484088 0.903745
0.239578 0.448732 0.311690 0.809421
0.193949 0.483491 0.322560 0.957268
0.391828 0.310365 0.297807 0.726353
0.310119 0.335610 0.354271 0.651121
0.444173 0.274911 0.280916 0.834727
0.247562 0.449995 0.302443 0.790046
0.241994 0.368646 0.389360 0.742775
0.353744 0.248937 0.397319 0.950945
0.373811 0.426582 0.199607 0.923586
0.193964 0.310838 0.495198 0.882919
0.466059 0.351822 0.182119 0.995578
0.441029 0.237006 0.321965 0.951087
0.326659 0.401412 0.271929 0.672923
0.209213 0.521017 0.269770 0.949488
0.349779 0.353330 0.296890 0.611998
0.393927 0.349650 0.256424 0.755662
0.322095 0.351927 0.325978 0.574323
0.260431 0.295259 0.444310 0.851721
0.357109 0.302230 0.340661 0.745247
0.422846 0.377438 0.199716 0.934527
0.219920 0.412458 0.367622 0.829881
0.314081 0.381772 0.304148 0.592297
0.297567 0.446701 0.255732 0.742009
0.235801 0.361023 0.403175 0.761910
0.416306 0.350582 0.233112 0.834916
0.351082 0.406014 0.242904 0.780558
0.534916 0.214147 0.250937 0.982637
0.441543 0.366336 0.192121 0.961852
0.358143 0.371724 0.270134 0.690621
0.336292 0.349319 0.314390 0.578868
0.356092 0.304761 0.339147 0.736432
0.304346 0.455749 0.239905 0.797197
0.248003 0.349117 0.402880 0.733080
0.362011 0.457835 0.180154 0.978473
0.329838 0.359824 0.310338 0.579250
0.232089 0.512610 0.255302 0.893248
0.234612 0.420553 0.344835 0.793638
0.280750 0.359480 0.359770 0.626810
0.342959 0.333600 0.323440 0.641932
0.312578 0.455698 0.231724 0.822575
0.208883 0.364091 0.427026 0.839831
0.376090 0.426760 0.197150 0.931382
0.362092 0.327066 0.310842 0.667219
0.378405 0.244819 0.376775 0.952367
0.203396 0.413055 0.383550 0.878207
0.292705 0.327554 0.379740 0.700566
0.286018 0.408916 0.305066 0.629253
0.162572 0.340977 0.496451 0.949097
0.188547 0.458443 0.353010 0.952149
0.432661 0.374958 0.192381 0.958608
0.326103 0.396036 0.277861 0.645267
0.313336 0.319470 0.367193 0.707059
0.361867 0.427470 0.210663 0.887924
0.424818 0.354970 0.220212 0.875853
0.440346 0.278659 0.280995 0.824574
0.411770 0.247345 0.340884 0.927402
0.442502 0.269902 0.287596 0.847712
0.322586 0.354841 0.322573 0.574798
0.155621 0.368251 0.476128 0.978617
0.260313 0.373503 0.366184 0.684961
0.338941 0.318939 0.342120 0.691407
0.212304 0.343620 0.444076 0.829133
0.301756 0.358940 0.339305 0.580322
0.212296 0.464380 0.323324 0.895770
0.204851 0.395722 0.399428 0.863648
0.373247 0.362026 0.264728 0.716845
0.284818 0.440403 0.274779 0.693287
0.238909 0.359031 0.402060 0.753155
0.347236 0.285258 0.367506 0.813783
0.384162 0.432667 0.183171 0.974042
0.183323 0.463216 0.353461 0.969086
0.222093 0.310043 0.467865 0.846855
0.243393 0.382830 0.373777 0.741028
0.377213 0.366118 0.256670 0.743115
0.183693 0.462536 0.353772 0.967653
0.315377 0.342618 0.342005 0.619898
0.312690 0.349672 0.337638 0.582980
0.191579 0.303846 0.504576 0.895017
0.332306 0.307458 0.360235 0.737287
0.207918 0.483744 0.308337 0.923471
0.288504 0.510587 0.200909 0.916129
0.202689 0.283790 0.513522 0.932249
0.398822 0.328122 0.273056 0.727351
0.249617 0.436712 0.313671 0.768582
0.224622 0.364747 0.410631 0.794757
0.255823 0.361897 0.382281 0.701873
0.477200 0.336152 0.186648 0.986136
0.306008 0.423473 0.270519 0.663957
0.259646 0.319123 0.421231 0.773935
0.248647 0.337420 0.413933 0.746943
0.362530 0.288150 0.349319 0.795395
0.420719 0.239475 0.339806 0.951206
0.311207 0.255142 0.433651 0.954914
0.427591 0.283592 0.288817 0.808449
0.361324 0.358390 0.280286 0.664297
0.201858 0.423471 0.374671 0.889807
0.184407 0.285696 0.529898 0.938688
0.190229 0.438470 0.371300 0.932816
0.227462 0.460010 0.312529 0.852871
0.224548 0.378581 0.396871 0.797823
0.347997 0.251457 0.400546 0.944882
0.270134 0.373255 0.356612 0.651578
0.425740 0.364770 0.209490 0.907058
0.196831 0.368095 0.435074 0.874373
0.371882 0.365376 0.262742 0.721686
0.526447 0.269818 0.203736 0.957977
0.360601 0.274447 0.364952 0.848507
0.329682 0.390692 0.279626 0.639247
0.220417 0.514075 0.265507 0.919736
0.316193 0.453584 0.230224 0.826843
0.331592 0.338717 0.329691 0.625645
0.214779 0.385048 0.400173 0.829453
0.399072 0.327931 0.272996 0.727803
0.426344 0.297352 0.276304 0.780397
0.393553 0.313200 0.293247 0.722351
0.281414 0.491608 0.226978 0.843977
0.287835 0.275494 0.436671 0.897764
0.269299 0.436824 0.293877 0.711329
0.315504 0.374906 0.309591 0.585186
0.340337 0.344478 0.315185 0.606642
0.537327 0.211777 0.250896 0.988008
0.429717 0.243262 0.327021 0.934571
0.242135 0.342094 0.415771 0.755132
0.315792 0.379020 0.305188 0.589598
0.180756 0.277433 0.541811 0.961654
0.245272 0.527098 0.227630 0.880555
0.352328 0.306131 0.341542 0.732544
0.386032 0.374538 0.239430 0.800555
0.267813 0.455384 0.276803 0.741968
0.179950 0.404419 0.415631 0.938009
0.257702 0.417348 0.324949 0.722737
0.280372 0.439114 0.280514 0.689212
0.308766 0.354868 0.336367 0.576882
0.462238 0.248004 0.289758 0.909579
0.333061 0.431454 0.235485 0.806823
0.284917 0.331576 0.383507 0.697473
0.286250 0.332544 0.381206 0.692283
0.528646 0.212680 0.258674 0.988983
0.295722 0.382078 0.322200 0.592159
0.331771 0.328631 0.339597 0.660449
0.173305 0.276314 0.550381 0.968228
0.422269 0.254709 0.323022 0.898290
0.460153 0.337088 0.202759 0.938567
0.240111 0.352157 0.407732 0.752311
0.247891 0.259557 0.492552 0.977844
0.290825 0.414460 0.294715 0.639905
0.450610 0.235717 0.313673 0.951526
0.341878 0.401839 0.256283 0.733250
0.313508 0.335782 0.350710 0.647206
0.362184 0.363061 0.274755 0.679789
0.372351 0.307095 0.320554 0.727440
0.396036 0.353560 0.250404 0.773570
0.411664 0.307968 0.280368 0.750902
0.275593 0.365875 0.358532 0.635482
0.233393 0.425720 0.340887 0.802011
0.225723 0.388716 0.385561 0.798148
0.304711 0.295501 0.399787 0.807421
0.364542 0.377619 0.257839 0.733014
0.341246 0.341698 0.317056 0.616489
0.240913 0.291425 0.467662 0.881761
0.358242 0.378395 0.263363 0.712406
0.502889 0.289029 0.208082 0.940582
0.302322 0.428370 0.269308 0.673025
0.459411 0.224606 0.315983 0.983422
0.212758 0.347193 0.440049 0.827606
0.293588 0.379067 0.327345 0.590538
0.346334 0.388489 0.265177 0.702258
0.341363 0.410508 0.248129 0.762211
0.227135 0.511217 0.261648 0.902704
0.318014 0.351981 0.330005 0.574417
0.397591 0.381669 0.220741 0.863086
0.318517 0.334822 0.346661 0.646434
0.355393 0.272733 0.371874 0.857938
0.231410 0.419271 0.349319 0.801765
0.371733 0.418851 0.209416 0.892905
0.310232 0.462206 0.227563 0.836435
0.320641 0.259596 0.419763 0.932084
0.330078 0.388703 0.281219 0.630948
0.277568 0.386899 0.335533 0.616406
0.468041 0.334374 0.197586 0.954905
0.305091 0.386908 0.308001 0.596781
0.247812 0.362163 0.390024 0.725925
0.281953 0.382231 0.335816 0.599115
0.399716 0.373503 0.226781 0.845321
0.212707 0.433063 0.354230 0.866900
0.372022 0.291537 0.336441 0.780314
0.400186 0.262401 0.337413 0.878035
0.260982 0.367818 0.371200 0.683591
0.255025 0.404630 0.340345 0.718034
0.449396 0.320596 0.230007 0.863020
0.351707 0.437846 0.210446 0.887993
0.371730 0.361352 0.266918 0.709494
0.280275 0.372236 0.347488 0.598159
0.252153 0.425588 0.322259 0.748403
0.208323 0.454538 0.337139 0.897332
0.391773 0.236492 0.371735 0.976058
0.251496 0.456784 0.291720 0.788236
0.433006 0.229908 0.337086 0.978371
0.320039 0.370518 0.309442 0.582539
0.395344 0.255672 0.348984 0.904037
0.331128 0.268869 0.400003 0.889050
0.205080 0.409513 0.385407 0.871066
0.220825 0.391286 0.387889 0.814194
0.320314 0.381715 0.297972 0.594763
0.381924 0.379541 0.238535 0.801722
0.306246 0.434125 0.259629 0.724682
0.256003 0.364430 0.379567 0.700278
0.290860 0.374701 0.334439 0.589614
0.243544 0.496192 0.260264 0.852516
0.205821 0.407820 0.386360 0.867855
0.206089 0.321345 0.472566 0.852575
0.204800 0.280578 0.514622 0.939834
0.310639 0.350752 0.338609 0.576755
0.321581 0.506085 0.172334 0.991885
0.372720 0.280996 0.346283 0.818617
0.249253 0.437227 0.313520 0.770192
0.193863 0.452854 0.353283 0.934011
0.397529 0.263837 0.338634 0.873716
0.234167 0.471865 0.293967 0.848513
0.290986 0.486921 0.222093 0.856565
0.259425 0.433861 0.306713 0.737731
0.289012 0.371738 0.339250 0.590055
0.288771 0.405400 0.305829 0.623305
0.327050 0.360629 0.312321 0.578342
0.406489 0.321454 0.272057 0.740406
0.403572 0.323352 0.273076 0.734832
0.339373 0.365859 0.294768 0.590650
0.257996 0.341064 0.400940 0.720102
0.294309 0.335587 0.370104 0.670394
0.392056 0.403465 0.204479 0.911894
0.399667 0.411598 0.188736 0.960978
0.309029 0.438615 0.252356 0.752027
0.541448 0.227076 0.231476 0.948962
0.300647 0.516387 0.182967 0.962676
0.286409 0.323680 0.389911 0.722491
0.333508 0.318415 0.348077 0.695816
0.373212 0.332873 0.293915 0.670685
0.332884 0.450728 0.216388 0.869403
0.291440 0.406352 0.302209 0.625052
0.300222 0.310700 0.389077 0.753705
0.391906 0.336633 0.271462 0.719802
0.191957 0.386002 0.422042 0.895282
0.432980 0.308741 0.258279 0.792468
0.346666 0.359344 0.293991 0.605683
0.323763 0.334797 0.341440 0.642905
0.448149 0.323854 0.227997 0.867245
0.168633 0.379686 0.451681 0.953453
0.474379 0.281684 0.243938 0.856247
0.465291 0.306101 0.228608 0.875924
0.306754 0.333147 0.360099 0.663563
0.545884 0.247040 0.207076 0.956992
0.445857 0.250315 0.303828 0.906350
0.348288 0.370682 0.281030 0.649024
0.196588 0.437899 0.365513 0.915166
0.297350 0.291106 0.411544 0.831337
0.268838 0.383416 0.347746 0.657391
0.470052 0.321264 0.208684 0.926803
0.334712 0.355231 0.310057 0.579839
0.423849 0.242431 0.333720 0.939684
0.305068 0.278123 0.416809 0.873860
0.275343 0.450699 0.273958 0.713544
0.214382 0.278911 0.506707 0.938743
0.395034 0.423489 0.181477 0.981135
0.403427 0.342284 0.254289 0.769075
0.228603 0.403930 0.367467 0.798043
0.320290 0.379028 0.300681 0.591395
0.405236 0.232348 0.362416 0.983891
0.234585 0.344484 0.420931 0.771731
0.187065 0.318303 0.494632 0.890673
0.223079 0.602671 0.174250 0.976353
0.160820 0.346654 0.492525 0.955616
0.323399 0.329639 0.346962 0.661519
0.459405 0.349014 0.191580 0.968397
0.384329 0.344206 0.271465 0.710387
0.326479 0.371364 0.302157 0.586244
0.451861 0.291654 0.256484 0.819765
0.311979 0.342085 0.345936 0.625246
0.255318 0.458342 0.286340 0.780484
0.356931 0.263235 0.379834 0.893981
0.331355 0.439144 0.229501 0.827138
0.332063 0.337251 0.330686 0.630656
0.387141 0.384350 0.228510 0.835323
0.241613 0.514129 0.244258 0.874710
0.357083 0.249585 0.393332 0.946457
0.354329 0.415123 0.230549 0.822711
0.228163 0.485634 0.286203 0.876848
0.432724 0.334256 0.233020 0.845089
0.234947 0.440760 0.324293 0.813014
0.305314 0.419598 0.275087 0.655233
0.437151 0.265245 0.297605 0.861383
0.237268 0.391417 0.371316 0.763974
0.291480 0.331346 0.377174 0.688931
0.374327 0.258088 0.367585 0.904372
0.308403 0.377995 0.313602 0.587043
0.357342 0.371468 0.271190 0.686826
0.284741 0.430502 0.284758 0.671561
0.324208 0.389338 0.286454 0.608081
0.289703 0.402081 0.308216 0.617920
0.386506 0.243746 0.369748 0.952086
0.324567 0.364140 0.311293 0.579406
0.221797 0.614381 0.163822 0.994811
0.378792 0.332078 0.289129 0.681750
0.255632 0.417307 0.327061 0.728896
0.184220 0.447873 0.367907 0.955685
0.291666 0.383947 0.324388 0.595075
0.439498 0.371100 0.189403 0.968948
0.254344 0.323698 0.421958 0.768098
0.330841 0.435753 0.233406 0.814126
0.424738 0.309315 0.265947 0.773909
0.261388 0.296001 0.442611 0.848280
0.360521 0.328627 0.310852 0.662434
0.289694 0.354396 0.355910 0.613406
0.346011 0.384603 0.269387 0.687380
0.391802 0.280001 0.328197 0.817786
0.353271 0.320062 0.326667 0.684789
0.399423 0.286065 0.314512 0.796912
0.303275 0.353158 0.343567 0.580531
0.286037 0.338935 0.375028 0.671731
0.259572 0.385371 0.355057 0.690125
0.331217 0.330134 0.338649 0.655473
0.410084 0.245744 0.344172 0.933757
0.151553 0.348132 0.500315 0.977108
0.339807 0.394132 0.266061 0.697748
0.356089 0.333089 0.310822 0.648780
0.344848 0.267261 0.387891 0.885799
0.193710 0.408104 0.398185 0.902490
0.491086 0.286037 0.222878 0.902802
0.323917 0.377196 0.298887 0.591073
0.261227 0.392276 0.346497 0.688439
0.339772 0.385370 0.274858 0.665259
0.365816 0.343006 0.291178 0.653830
0.420730 0.250303 0.328967 0.913800
0.259103 0.441407 0.299490 0.748437
0.399766 0.402247 0.197986 0.933417
0.422762 0.399589 0.177648 0.998265
0.335641 0.274998 0.389360 0.861783
0.453660 0.337577 0.208763 0.920079
0.325751 0.321440 0.352808 0.689530
0.360553 0.282893 0.356555 0.816090
0.235180 0.401861 0.362959 0.776727
0.479031 0.227133 0.293836 0.967253
0.347268 0.380444 0.272288 0.677792
0.285614 0.397721 0.316664 0.612061
0.326174 0.283810 0.390016 0.834247
0.251653 0.336888 0.411459 0.741589
0.334273 0.359466 0.306261 0.581748
0.364947 0.362902 0.272150 0.689411
0.307861 0.354236 0.337902 0.577403
0.332248 0.334244 0.333508 0.640946
0.426165 0.330403 0.243432 0.814313
0.247910 0.485835 0.266256 0.831489
0.312758 0.450987 0.236255 0.807538
0.219190 0.434376 0.346434 0.850008
0.341081 0.307465 0.351454 0.732136
0.314758 0.404936 0.280306 0.629980
0.189973 0.371927 0.438101 0.894396
0.397741 0.363174 0.239085 0.807276
0.453866 0.240885 0.305249 0.933854
0.258621 0.318756 0.422623 0.776458
0.360065 0.277884 0.362051 0.835524
0.284754 0.362736 0.352510 0.595129
0.250526 0.410973 0.338501 0.737685
0.390650 0.272292 0.337058 0.845309
0.278811 0.309067 0.412121 0.783952
0.198634 0.340544 0.460822 0.863499
0.260382 0.400730 0.338887 0.697650
0.313038 0.364976 0.321987 0.577721
0.395873 0.242692 0.361435 0.951239
0.323397 0.487123 0.189480 0.947881
0.308473 0.434297 0.257230 0.733740
0.183396 0.437845 0.378759 0.950692
0.265258 0.410500 0.324242 0.691406
0.313145 0.389555 0.297300 0.602566
0.322011 0.301917 0.376071 0.766519
0.170249 0.337783 0.491968 0.930371
0.382915 0.348930 0.268156 0.716205
0.294708 0.395000 0.310291 0.607215
0.292602 0.405721 0.301677 0.624065
0.270939 0.544074 0.184987 0.955291
0.274581 0.400532 0.324887 0.644743
0.360841 0.326768 0.312391 0.667225
0.301226 0.418357 0.280417 0.650842
0.264434 0.392434 0.343132 0.677770
0.238326 0.454740 0.306934 0.819418
0.329166 0.413494 0.257340 0.729764
0.330532 0.432900 0.236568 0.803430
0.259626 0.393662 0.346712 0.694634
0.394809 0.300021 0.305169 0.753809
0.340380 0.337583 0.322037 0.629178
0.293374 0.335854 0.370772 0.670789
0.351017 0.422290 0.226693 0.835498
0.232850 0.404179 0.362971 0.785407
0.346840 0.381715 0.271445 0.680517
0.203014 0.503976 0.293010 0.950949
0.247184 0.473049 0.279767 0.818474
0.256567 0.511280 0.232153 0.846516
0.252696 0.374416 0.372888 0.709553
0.513946 0.299054 0.187000 0.993440
0.281212 0.308702 0.410087 0.782511
0.190471 0.370255 0.439274 0.892381
0.395989 0.328536 0.275475 0.720361
0.310629 0.476665 0.212706 0.882053
0.332907 0.303205 0.363888 0.753158
0.340888 0.389535 0.269578 0.685131
0.429475 0.248171 0.322355 0.918117
0.400205 0.358889 0.240906 0.803301
0.333541 0.285204 0.381255 0.823092
0.281925 0.369995 0.348080 0.596552
0.237992 0.443174 0.318834 0.807433
0.167949 0.276003 0.556048 0.971570
0.394604 0.356780 0.248616 0.777629
0.228260 0.403502 0.368237 0.798787
0.363376 0.365288 0.271336 0.690519
0.482804 0.301620 0.215576 0.915163
0.386723 0.326243 0.287034 0.698732
0.334907 0.367414 0.297679 0.588242
0.378755 0.299966 0.321279 0.750884
0.273993 0.467108 0.258900 0.749544
0.196347 0.318796 0.484856 0.872624
0.312539 0.323213 0.364248 0.693893
0.211454 0.454317 0.334228 0.888910
0.197619 0.324478 0.477902 0.867559
0.338253 0.340182 0.321565 0.620404
0.247661 0.450891 0.301448 0.790867
0.250025 0.310504 0.439471 0.812727
0.244553 0.295833 0.459613 0.864589
0.456477 0.305006 0.238517 0.848610
0.335483 0.426738 0.237779 0.798718
0.278886 0.354127 0.366987 0.644252
0.356914 0.314130 0.328956 0.704022
0.397130 0.325122 0.277749 0.720608
0.276937 0.250321 0.472742 0.991841
0.184664 0.475069 0.340267 0.974126
0.366215 0.251033 0.382752 0.935593
0.280411 0.307517 0.412073 0.787712
0.273085 0.325313 0.401602 0.735405
0.288886 0.333645 0.377469 0.684731
0.384855 0.332272 0.282873 0.695362
0.329605 0.341633 0.328762 0.615462
0.228571 0.391866 0.379563 0.790976
0.239301 0.259220 0.501479 0.983353
0.366774 0.329543 0.303684 0.665766
0.255141 0.416304 0.328555 0.729269
0.399561 0.308458 0.291981 0.736537
0.366801 0.393531 0.239669 0.793593
0.333917 0.380409 0.285674 0.602240
0.516476 0.218073 0.265452 0.978959
0.441873 0.334836 0.223291 0.875889
0.280041 0.404032 0.315926 0.622094
0.380560 0.297760 0.321680 0.758181
0.376414 0.288886 0.334700 0.788959
0.386932 0.423881 0.189188 0.957040
0.237280 0.439979 0.322741 0.805860
0.542993 0.211773 0.245233 0.985865
0.298808 0.357107 0.344085 0.582810
0.300708 0.370838 0.328454 0.582997
0.265677 0.326955 0.407369 0.741364
0.262421 0.362188 0.375392 0.681634
0.273489 0.276844 0.449667 0.904252
0.350442 0.333810 0.315748 0.643508
0.311566 0.344156 0.344278 0.617406
0.178651 0.424809 0.396539 0.954410
0.407583 0.301990 0.290427 0.755671
0.366367 0.433585 0.200049 0.921269
0.383888 0.234771 0.381341 0.986734
0.564624 0.240874 0.194502 0.986940
0.466878 0.272248 0.260874 0.849464
0.228308 0.452897 0.318795 0.843384
0.342899 0.313105 0.343995 0.710662
0.267394 0.369687 0.362920 0.662045
0.331603 0.319692 0.348704 0.692236
0.312222 0.311625 0.376153 0.737830
0.233020 0.379878 0.387102 0.772366
0.310599 0.338536 0.350864 0.639976
0.319978 0.365938 0.314084 0.579070
0.444026 0.303474 0.252501 0.813014
0.188138 0.476578 0.335285 0.966545
0.451239 0.228633 0.320127 0.974168
0.300622 0.327056 0.372322 0.692530
0.315436 0.349864 0.334700 0.575121
0.332996 0.282029 0.384975 0.836022
0.363435 0.282796 0.353769 0.815235
0.244361 0.491864 0.263775 0.846106
0.178030 0.453437 0.368534 0.975792
0.357872 0.320637 0.321491 0.683406
0.236669 0.535928 0.227403 0.904190
0.349793 0.425175 0.225032 0.840991
0.253400 0.434822 0.311778 0.755869
0.268615 0.380279 0.351106 0.657301
0.206267 0.509645 0.284089 0.947730
0.288473 0.389186 0.322341 0.601164
0.307432 0.388837 0.303730 0.599773
0.240970 0.435661 0.323368 0.791078
0.195771 0.425010 0.379220 0.907911
0.466630 0.221600 0.311770 0.989598
0.304768 0.389225 0.306008 0.599805
0.325623 0.355472 0.318905 0.575633
0.361633 0.387241 0.251126 0.754141
0.254864 0.487779 0.257357 0.818239
0.344210 0.273497 0.382293 0.861783
0.229526 0.380132 0.390342 0.783174
0.224261 0.441157 0.334582 0.842402
0.391784 0.332533 0.275684 0.713479
0.473858 0.288040 0.238102 0.863075
0.373697 0.417412 0.208891 0.894821
0.241633 0.536762 0.221606 0.896091
0.163433 0.282356 0.554211 0.958808
0.285113 0.495055 0.219832 0.864160
0.381977 0.248311 0.369713 0.937399
0.327863 0.329561 0.342577 0.659100
0.363545 0.380846 0.255609 0.739884
0.399822 0.313324 0.286854 0.729402
0.286548 0.331887 0.381566 0.694049
0.261926 0.342564 0.395510 0.708535
0.274804 0.400766 0.324430 0.643779
0.253762 0.391892 0.354346 0.712423
0.275844 0.539260 0.184896 0.955848
0.299670 0.375724 0.324606 0.586112
0.353354 0.357543 0.289104 0.632932
0.450606 0.307317 0.242077 0.836852
0.172122 0.300263 0.527615 0.923844
0.289346 0.366151 0.344503 0.589480
0.363952 0.339670 0.296379 0.649441
0.296425 0.398414 0.305161 0.612340
0.352383 0.310290 0.337327 0.717748
0.284416 0.360183 0.355401 0.609957
0.244385 0.474843 0.280771 0.827203
0.265288 0.376405 0.358307 0.668451
0.346988 0.273226 0.379786 0.861053
0.251367 0.367258 0.381376 0.713930
0.400799 0.341804 0.257397 0.759131
0.282457 0.336299 0.381244 0.685922
0.175332 0.377353 0.447315 0.935289
0.304510 0.365551 0.329940 0.579602
0.388784 0.385033 0.226183 0.843197
0.518120 0.261038 0.220842 0.920732
0.333823 0.305658 0.360519 0.743147
0.229056 0.517361 0.253583 0.903863
0.352521 0.423712 0.223767 0.845194
0.371966 0.347009 0.281025 0.676283
0.322859 0.445714 0.231427 0.821827
0.159064 0.339676 0.501260 0.956376
0.275099 0.360715 0.364186 0.643488
0.267608 0.431723 0.300668 0.710175
0.534931 0.264230 0.200839 0.966659
0.452421 0.275292 0.272287 0.836477
0.202245 0.439591 0.358164 0.901083
0.174495 0.382855 0.442650 0.940270
0.487565 0.304529 0.207905 0.935436
0.227527 0.293763 0.478709 0.885773
0.326072 0.416184 0.257744 0.728598
0.316408 0.356994 0.326599 0.574968
0.406450 0.336649 0.256902 0.765569
0.191799 0.427359 0.380842 0.920534
0.273590 0.326544 0.399866 0.730700
0.268616 0.325542 0.405842 0.741234
0.326043 0.330547 0.343410 0.656635
0.368295 0.388574 0.243131 0.782470
0.347777 0.380046 0.272178 0.678406
0.261421 0.409834 0.328745 0.703073
0.326072 0.358174 0.315754 0.576760
0.318977 0.442705 0.238318 0.799317
0.253905 0.410768 0.335327 0.727261
0.272275 0.441424 0.286302 0.704120
0.328345 0.390178 0.281477 0.626186
0.408889 0.319836 0.271275 0.744909
0.474440 0.246251 0.279310 0.912136
0.192366 0.495023 0.312611 0.969399
0.536611 0.222678 0.240711 0.960094
0.307349 0.422113 0.270538 0.669385
0.382636 0.438682 0.178682 0.986527
0.302090 0.371878 0.326032 0.583061
0.321430 0.425315 0.253255 0.745960
0.331029 0.303010 0.365961 0.755223
0.253623 0.382147 0.364229 0.708256
0.250768 0.394688 0.354545 0.723683
0.433196 0.337761 0.229043 0.855830
0.386373 0.332936 0.280691 0.699573
0.358305 0.265599 0.376096 0.884016
0.342301 0.431547 0.226153 0.837430
0.257617 0.528468 0.213916 0.885713
0.409904 0.284397 0.305699 0.802789
0.189841 0.311867 0.498292 0.888590
0.314770 0.265930 0.419300 0.912435
0.161449 0.420380 0.418170 0.996165
0.249927 0.395285 0.354788 0.726720
0.172666 0.448673 0.378662 0.986362
0.291466 0.374414 0.334119 0.589123
0.312032 0.357132 0.330836 0.575694
0.327167 0.367392 0.305441 0.583045
0.374053 0.282642 0.343305 0.812130
0.419541 0.253946 0.326513 0.901698
0.351767 0.453511 0.194721 0.935630
0.345719 0.371936 0.282346 0.642196
0.361331 0.313971 0.324698 0.704564
0.197030 0.300562 0.502408 0.894967
0.365898 0.373487 0.260615 0.724764
0.393156 0.299892 0.306952 0.753648
0.266918 0.391332 0.341751 0.668399
0.432109 0.241047 0.326844 0.941128
0.414249 0.363077 0.222674 0.863886
0.191661 0.431465 0.376873 0.923835
0.331833 0.255731 0.412436 0.939059
0.200236 0.466098 0.333666 0.928019
0.384559 0.255988 0.359453 0.907438
0.555004 0.235760 0.209236 0.956403
0.335681 0.342569 0.321750 0.611617
0.307132 0.298713 0.394156 0.792648
0.295738 0.329861 0.374402 0.688487
0.512412 0.282641 0.204947 0.950957
0.283429 0.330499 0.386072 0.703247
0.220337 0.535619 0.244044 0.936504
0.261873 0.394268 0.343859 0.687661
0.360466 0.366543 0.272991 0.683484
0.342737 0.287247 0.370016 0.808750
0.213459 0.416061 0.370481 0.851333
0.166364 0.303187 0.530449 0.931346
0.448306 0.277613 0.274081 0.829912
0.442528 0.239530 0.317942 0.942199
0.187011 0.490362 0.322628 0.978984
0.301963 0.407528 0.290509 0.629367
0.375217 0.287357 0.337427 0.794671
0.448086 0.275343 0.276572 0.834782
0.294088 0.301350 0.404562 0.795698
0.426084 0.352072 0.221844 0.871829
0.353805 0.355322 0.290873 0.630292
0.338591 0.362457 0.298952 0.587146
0.374033 0.347700 0.278267 0.684130
0.329219 0.358799 0.311983 0.578391
0.394405 0.418864 0.186731 0.965753
0.255411 0.439984 0.304605 0.756760
0.392676 0.295296 0.312028 0.767200
0.201560 0.472002 0.326438 0.929475
0.367713 0.377832 0.254455 0.745243
0.227429 0.438271 0.334300 0.830934
0.320245 0.334988 0.344767 0.644548
0.405812 0.369335 0.224853 0.853708
0.289904 0.392973 0.317123 0.605075
0.307973 0.398825 0.293202 0.615605
0.250356 0.398565 0.351079 0.727659
0.155830 0.376655 0.467515 0.982865
0.327206 0.247428 0.425366 0.973014
0.421028 0.243764 0.335208 0.936219
0.209383 0.365819 0.424799 0.838829
0.358655 0.342442 0.298903 0.637217
0.214193 0.613572 0.172235 0.993842
0.347277 0.388302 0.264420 0.705148
0.249181 0.465626 0.285192 0.804837
0.290589 0.410187 0.299224 0.631810
0.484238 0.256399 0.259363 0.885378
0.345846 0.303604 0.350550 0.744251
0.235591 0.392610 0.371799 0.769792
0.168143 0.316682 0.515175 0.928677
0.243638 0.412223 0.344139 0.759484
0.345157 0.394609 0.260233 0.719486
0.233032 0.360078 0.406890 0.770143
0.330747 0.447057 0.222196 0.851074
0.361813 0.346002 0.292186 0.644908
0.264429 0.351861 0.383710 0.686457
0.320733 0.278410 0.400857 0.859809
0.378021 0.401952 0.220027 0.860095
0.212066 0.380501 0.407433 0.835637
0.337110 0.337459 0.325431 0.629312
0.321708 0.335605 0.342687 0.641315
0.302405 0.465150 0.232445 0.822283
0.369245 0.358572 0.272183 0.693009
0.224813 0.528137 0.247050 0.921600
0.331915 0.404676 0.263409 0.706954
0.300853 0.437184 0.261963 0.715136
0.424380 0.284565 0.291055 0.804995
0.315439 0.365774 0.318786 0.578196
0.201639 0.469108 0.329254 0.926913
0.386403 0.290971 0.322626 0.780743
0.353484 0.296381 0.350136 0.767997
0.235448 0.422606 0.341946 0.793151
0.228828 0.486039 0.285133 0.875681
0.168407 0.383212 0.448381 0.955934
0.206555 0.393975 0.399469 0.857792
0.393196 0.259997 0.346806 0.889079
0.277694 0.306025 0.416280 0.796141
0.196999 0.399021 0.403980 0.887916
0.416720 0.286242 0.297038 0.798499
0.384218 0.334246 0.281536 0.695114
0.268213 0.372470 0.359316 0.658533
0.348562 0.438162 0.213276 0.878994
0.170102 0.449717 0.380181 0.993661
0.227098 0.329589 0.443314 0.803268
0.256741 0.330140 0.413119 0.747064
0.434772 0.265710 0.299518 0.860153
0.368413 0.321891 0.309696 0.683771
0.349174 0.331529 0.319298 0.649372
0.200657 0.413475 0.385867 0.886286
0.239781 0.459914 0.300305 0.821533
0.166797 0.441881 0.391322 0.996854
0.303417 0.390538 0.306045 0.601422
